STT (cột 1)	STT của chương (cột 2)	Tên chương (cột 3)	Mã liên kết (cột 4)	Tên kỹ thuật (cột 5)	
7040	643	23. Điện quang	18.429	Chụp cộng hưởng từ có sử dụng thuốc đối quang từ khoang ngoài mạch máu (≥ 3T)	
					
7041	644	23. Điện quang	18.429	Chụp cộng hưởng từ thông khí phổi (Heli) (≥ 3T)	
7042	645	23. Điện quang	18.429	Chụp cộng hưởng từ phổ tuyến vú (≥ 3T)	
7043	646	23. Điện quang	18.42	Chụp cộng hưởng từ phổ tuyến tiền liệt (≥ 3T)	
7044	647	23. Điện quang	18.696	Chụp cộng hưởng từ tưới máu các tạng (≥ 3T)	
7045	648	23. Điện quang	18.698	Chụp cộng hưởng từ tim đánh giá khuếch tán sức căng (DTI - Diffusion Tensor Imaging) (≥ 3T)	
7046	649	23. Điện quang	18.422	Chụp cộng hưởng từ phổ tim (≥ 3T)	
7047	650	23. Điện quang	18.424	Chụp cộng hưởng từ phổ não (spectrography) (≥ 3T)	
7048	651	23. Điện quang	18.428	Chụp cộng hưởng từ thành mạch nội sọ độ phân giải cao (≥ 3T)	
7049	652	23. Điện quang	18.428	Chụp cộng hưởng từ tưới máu tuyến nước bọt (≥ 3T)	
7050	653	23. Điện quang	18.428	"Chụp cộng hưởng từ động học sàn chậu, tống phân (defecography-MR) không tiêm thuốc đối quang từ (≥ 3T)"	
7051	654	23. Điện quang	18.417	Chụp cộng hưởng từ ruột non (enteroclysis) không tiêm thuốc đối quang từ (≥ 3T)	
7052	655	23. Điện quang	18.418	Chụp cộng hưởng từ nội soi ảo khung đại tràng (virtual colonoscopy) không tiêm thuốc đối quang từ (≥ 3T)	
7053	656	23. Điện quang	18.427	Chụp cộng hưởng từ động học niệu đạo không tiêm thuốc đối quang từ (≥ 3T)	
7054	657	23. Điện quang	18.429	"Chụp cộng hưởng từ động học sàn chậu, tống phân (defecography-MR) có tiêm thuốc đối quang từ (≥ 3T)"	
7055	658	23. Điện quang	18.43	Chụp cộng hưởng từ ruột non (enteroclysis) có tiêm thuốc đối quang từ (≥ 3T)	
7056	659	23. Điện quang	18.431	Chụp cộng hưởng từ nội soi ảo khung đại tràng (virtual colonoscopy) có tiêm thuốc đối quang từ (≥ 3T)	
7057	660	23. Điện quang	18.432	Chụp cộng hưởng từ động học niệu đạo có tiêm thuốc đối quang từ (≥ 3T)	
7058	661	23. Điện quang	18.433	Chụp cộng hưởng từ gan với thuốc đối quang từ đặc hiệu mô (1.5T)	
7059	662	23. Điện quang	18.694	Chụp cộng hưởng từ gan với thuốc đối quang từ đặc hiệu mô (≥ 3T)	
7060	663	23. Điện quang	18.695	Chụp cộng hưởng từ khớp có tiêm thuốc đối quang từ nội khớp (≥ 3T)	
					
7061	664	23. Điện quang	18.697	Chụp cộng hưởng từ động mạch chủ-chậu có tiêm thuốc đối quang từ (≥ 3T)	
7062	665	23. Điện quang	"18,696"	Chụp cộng hưởng từ động mạch chủ-ngực có tiêm thuốc đối quang từ (≥ 3T)	
7063	666	23. Điện quang	"18,696"	Chụp cộng hưởng từ động mạch chi trên một bên có tiêm thuốc đối quang từ (≥ 3T)	
7064	667	23. Điện quang	"18,420"	Chụp cộng hưởng từ động mạch chi dưới một bên có tiêm thuốc đối quang từ (≥ 3T)	
7065	668	23. Điện quang	"18,420"	Chụp cộng hưởng từ tĩnh mạch chi trên một bên có tiêm thuốc đối quang từ (≥ 3T)	
7066	669	23. Điện quang	"18,305"	Chụp cộng hưởng từ tĩnh mạch chi dưới một bên có tiêm thuốc đối quang từ (≥ 3T)	
7067	670	23. Điện quang	"18,366"	Chụp cộng hưởng từ tĩnh mạch chủ - chậu có tiêm thuốc đối quang từ (≥ 3T)	
7068	671	23. Điện quang	18.42	Chụp cộng hưởng từ tim có tiêm thuốc đối quang từ (≥ 3T)	
7069	672	23. Điện quang	18.696	Chụp cộng hưởng từ tim đánh giá các bệnh lý van tim có tiêm thuốc đối quang từ (≥ 3T)	
7070	673	23. Điện quang	18.699	Chụp cộng hưởng từ tim đánh giá các bệnh lý tim bẩm sinh có tiêm thuốc đối quang từ (≥ 3T)	
7071	674	23. Điện quang	"18,420"	Chụp cộng hưởng từ động mạch chi trên một bên không tiêm thuốc đối quang từ (≥ 3T)	
7072	675	23. Điện quang	18.7	Chụp cộng hưởng từ động mạch chi dưới một bên không tiêm thuốc đối quang từ (≥ 3T)	
7073	676	23. Điện quang	"18,410"	Chụp cộng hưởng từ tĩnh mạch chi trên một bên không tiêm thuốc đối quang từ (≥ 3T)	
7074	677	23. Điện quang	18.449	Chụp cộng hưởng từ tĩnh mạch chi dưới một bên không tiêm thuốc đối quang từ (≥ 3T)	
7075	678	23. Điện quang	18.45	Chụp cộng hưởng từ tĩnh mạch chủ - chậu không tiêm thuốc đối quang từ (≥ 3T)	
7076	679	23. Điện quang	18.451	Chụp cộng hưởng từ động mạch chủ - chậu không tiêm thuốc đối quang từ (≥ 3T)	
7077	680	23. Điện quang	18.452	Chụp cộng hưởng từ động mạch chủ - ngực không tiêm thuốc đối quang từ (≥ 3T)	
7078	681	23. Điện quang	18.453	Chụp cộng hưởng từ động mạch toàn thân có tiêm thuốc đối quang từ (≥ 3T)	
7079	682	23. Điện quang	18.453	Chụp cộng hưởng từ tĩnh mạch toàn thân có tiêm thuốc đối quang từ (≥ 3T)	
7080	683	23. Điện quang	18.454	Chụp cộng hưởng từ bạch mạch có tiêm thuốc đối quang từ không đặc hiệu (≥ 3T)	
7081	684	23. Điện quang	18.454	Chụp cộng hưởng từ bạch mạch có tiêm thuốc đối quang từ đặc hiệu (≥ 3T)	
7082	685	23. Điện quang	18.455	"Chụp cộng hưởng từ toàn thân tầm soát và đánh giá giai đoạn TNM, không tiêm thuốc đối quang từ (≥ 3T)"	
					
7083	686	23. Điện quang	18.455	Chụp cộng hưởng từ toàn thân tầm soát và đánh giá giai đoạn có tiêm thuốc đối quang từ (≥ 3T)	
7084	687	23. Điện quang	18.456	Chụp cộng hưởng từ tim đánh giá tưới máu cơ tim có tiêm thuốc đối quang từ (≥ 3T)	
7085	688	23. Điện quang	18.457	Chụp cộng hưởng từ bệnh lý cơ tim có tiêm thuốc đối quang từ (≥ 3T)	
7086	689	23. Điện quang	18.458	Chụp cộng hưởng từ tim đánh giá các khối u tim có tiêm thuốc đối quang từ (≥ 3T)	
7087	690	23. Điện quang	18.459	"Chụp cộng hưởng từ tim đánh giá các bệnh lý cơ tim (giãn, phì đại) có tiêm thuốc đối quang từ (≥ 3T)"	
7088	691	23. Điện quang	18.46	Chụp cộng hưởng từ tim đánh giá bệnh lý màng tim có tiêm thuốc đối quang từ (≥ 3T)	
7089	692	23. Điện quang	18.461	"Chụp cộng hưởng từ tim đánh giá các bệnh lý cơ tim (giãn, phì đại) không tiêm thuốc đối quang từ (≥ 3T)"	
7090	693	23. Điện quang	18.462	"Cộng hưởng từ tim đánh giá bệnh lý cơ tim không tiêm thuốc đối quang từ sử dụng bản đồ T1, T2 và T2* (T1, T2, T2* mapping) (≥ 3T)"	
7091	694	23. Điện quang	18.463	Chụp cộng hưởng từ đàn hồi mô (≥ 3T)	
7092	695	23. Điện quang	18.464	"Chụp cộng hưởng từ định lượng thể tích (chất trắng, chất xám, thuỳ não) (≥ 3T)"	
7093	696	23. Điện quang	18.465	Chụp cộng hưởng từ tim không tiêm thuốc đối quang từ (≥ 3T)	
7094	697	23. Điện quang	18.466	Chụp cộng hưởng từ tim đánh giá các bệnh lý van tim không tiêm thuốc đối quang từ (≥ 3T)	
7095	698	23. Điện quang	18.467	Chụp cộng hưởng từ tim đánh giá các bệnh lý tim bẩm sinh không tiêm thuốc đối quang từ (≥ 3T)	
7096	699	23. Điện quang	18.468	Chụp cộng hưởng từ tim đánh giá chức năng hai thất (thất trái và thất phải) không tiêm thuốc đối quang từ (≥ 3T)	
7097	700	23. Điện quang	18.469	Chụp cộng hưởng từ tim đánh giá quá tải sắt (≥ 3T)	
7098	701	23. Điện quang	18.47	Chụp mô phỏng cắt lớp vi tính xương khớp bằng cộng hưởng từ 3.0 Tesla	
7099	702	23. Điện quang	18.471	Chụp và can thiệp động mạch chủ ngực dưới X-quang tăng sáng	
7100	703	23. Điện quang	18.472	Chụp và can thiệp động mạch chủ bụng dưới X-quang tăng sáng	
7101	704	23. Điện quang	18.473	"Chụp, nong và đặt Stent động mạch chi (trên, dưới) dưới Xquang tăng sáng [1 bên]"	
7102	705	23. Điện quang	18.474	"Chụp và nong động mạch chi (trên, dưới) dưới X-quang tăng sáng [1 bên]"	
7103	706	23. Điện quang	18.475	Chụp và nút mạch dị dạng động mạch chi trên dưới Xquang tăng sáng [1 bên]	
					
7104	707	23. Điện quang	18.476	Chụp và nút mạch dị dạng động mạch chi dưới dưới Xquang tăng sáng [1 bên]	
7105	708	23. Điện quang	18.478	Chụp và nong cầu nối động mạch chi trên dưới X-quang tăng sáng [1 bên]	
7106	709	23. Điện quang	18.479	Chụp và nong cầu nối động mạch chi dưới dưới X-quang tăng sáng [1 bên]	
7107	710	23. Điện quang	18.48	Chụp và can thiệp tĩnh mạch chi trên dưới X-quang tăng sáng [1 bên]	
7108	711	23. Điện quang	"18,575"	Chụp và can thiệp tĩnh mạch chi dưới dưới X-quang tăng sáng [1 bên]	
7109	712	23. Điện quang	18.574	Chụp và lấy máu tĩnh mạch thượng thận dưới X-quang tăng sáng	
7110	713	23. Điện quang	18.575	Chụp và đặt lưới lọc tĩnh mạch chủ dưới X-quang tăng sáng	
7111	714	23. Điện quang	18.576	Chụp và nút mạch điều trị ung thư biểu mô tế bào gan dưới X-quang tăng sáng	
7112	715	23. Điện quang	"18,576"	Chụp và nút động mạch gan dưới X-quang tăng sáng	
7113	716	23. Điện quang	"18,576"	Chụp và nút hệ tĩnh mạch cửa gan dưới X-quang tăng sáng	
7114	717	23. Điện quang	"18,586"	Chụp và nút động mạch phế quản dưới X-quang tăng sáng	
7115	718	23. Điện quang	18.586	Chụp và can thiệp động mạch phổi dưới X-quang tăng sáng	
7116	719	23. Điện quang	18.436	"Chụp và can thiệp động mạch mạc treo (tràng trên, tràng dưới) dưới X-quang tăng sáng"	
7117	720	23. Điện quang	18.437	Chụp và nút mạch điều trị u xơ tử cung dưới X-quang tăng sáng	
7118	721	23. Điện quang	18.438	Chụp và nút mạch điều trị lạc nội mạc trong cơ tử cung dưới X-quang tăng sáng	
7119	722	23. Điện quang	18.439	Chụp và nút động mạch tử cung dưới X-quang tăng sáng	
7120	723	23. Điện quang	18.44	Chụp và nút giãn tĩnh mạch tinh dưới X-quang tăng sáng	
7121	724	23. Điện quang	18.441	Chụp và nút giãn tĩnh mạch buồng trứng dưới X-quang tăng sáng	
7122	725	23. Điện quang	18.442	Chụp và can thiệp động mạch lách dưới X-quang tăng sáng	
7123	726	23. Điện quang	18.443	Chụp và can thiệp mạch tá tụy dưới X-quang tăng sáng	
7124	727	23. Điện quang	18.444	Chụp và nút dị dạng động mạch thận dưới X-quang tăng sáng	
7125	728	23. Điện quang	18.445	Chụp và nút động mạch điều trị cầm máu các tạng dưới Xquang tăng sáng	
					
7126	729	23. Điện quang	18.446	Chụp và nút mạch tiền phẫu các khối u dưới X-quang tăng sáng	
7127	730	23. Điện quang	18.447	Chụp và nút mạch điều trị chảy máu mũi dưới X-quang tăng sáng	
7128	731	23. Điện quang	18.501	Chụp và nút mạch điều trị u xơ mũi họng dưới X-quang tăng sáng	
7129	732	23. Điện quang	18.502	Chụp và nút mạch điều trị bệnh lý dị dạng mạch vùng đầu mặt cổ và hàm mặt dưới X-quang tăng sáng	
7130	733	23. Điện quang	18.503	Tiêm phá đông khớp vai dưới X-quang tăng sáng	
7131	734	23. Điện quang	18.504	Tiêm giảm đau cột sống bằng thuốc dưới X-quang tăng sáng	
7132	735	23. Điện quang	18.505	Tiêm giảm đau khớp bằng thuốc dưới X-quang tăng sáng	
7133	736	23. Điện quang	18.505	Chụp đĩa đệm qua da dưới X-quang tăng sáng	
7134	737	23. Điện quang	18.506	Chụp động mạch não dưới X-quang tăng sáng	
7135	738	23. Điện quang	18.507	Chụp mạch vùng đầu mặt cổ dưới X-quang tăng sáng	
7136	739	23. Điện quang	18.508	Chụp động mạch chủ dưới X-quang tăng sáng	
7137	740	23. Điện quang	18.509	Chụp động mạch chậu dưới X-quang tăng sáng	
7138	741	23. Điện quang	18.51	"Chụp động mạch chi (trên, dưới) dưới X-quang tăng sáng [1 bên]"	
7139	742	23. Điện quang	18.511	Chụp động mạch phổi dưới X-quang tăng sáng	
7140	743	23. Điện quang	18.511	Chụp động mạch phế quản dưới X-quang tăng sáng	
7141	744	23. Điện quang	18.511	"Chụp động mạch tạng (gan, lách, thận, tử cung, sinh dục...) dưới X-quang tăng sáng"	
7142	745	23. Điện quang	18.511	Chụp động mạch mạc treo dưới X-quang tăng sáng	
7143	746	23. Điện quang	18.511	Chụp tĩnh mạch chủ - chậu dưới X-quang tăng sáng	
7144	747	23. Điện quang	18.512	Chụp tĩnh mạch lách - cửa dưới X-quang tăng sáng	
7145	748	23. Điện quang	18.513	"Chụp tĩnh mạch chi (trên, dưới) dưới X-quang tăng sáng [1 bên]"	
7146	749	23. Điện quang	18.516	Đổ xi măng cột sống dưới X-quang tăng sáng	
7147	750	23. Điện quang	18.517	Tiêu hủy u xương dạng xương dưới X-quang tăng sáng	
					
7148	751	23. Điện quang	18.675	Tiêu hủy các tổn thương xương dưới X-quang tăng sáng	
7149	752	23. Điện quang	18.518	Đốt sóng cao tần (RFA) u xương dưới X-quang tăng sáng	
7150	753	23. Điện quang	18.518	Điều trị u xương bằng vi sóng (Microwave) dưới X-quang tăng sáng	
7151	754	23. Điện quang	18.519	Bơm keo tiền phẫu u máu đốt sống thể tiến triển dưới Xquang tăng sáng	
7152	755	23. Điện quang	18.519	Đổ xi măng u tiêu xương ngoài cột sống dưới X-quang tăng sáng	
7153	756	23. Điện quang	18.52	Đặt buồng truyền hóa chất dưới da dưới X-quang tăng sáng	
7154	757	23. Điện quang	18.52	Đặt buồng truyền hóa chất dưới da số hóa xóa nền	
7155	758	23. Điện quang	18.521	Tiêm xơ trực tiếp qua da dưới X-quang tăng sáng	
7156	759	23. Điện quang	18.521	Tiêm xơ khối thoát vị đĩa đệm qua da dưới X-quang tăng sáng	
7157	760	23. Điện quang	18.522	Bơm tắc động mạch trực tiếp qua da dưới X-quang tăng sáng	
7158	761	23. Điện quang	18.522	Bơm tắc tĩnh mạch trực tiếp qua da dưới X-quang tăng sáng	
7159	762	23. Điện quang	18.524	Tháo lồng ruột bằng bơm hơi dưới X-quang tăng sáng	
7160	763	23. Điện quang	18.525	Tháo lồng ruột bằng thuốc cản quang dưới X-quang tăng sáng	
7161	764	23. Điện quang	18.527	Mở thông dạ dày qua da dưới X-quang tăng sáng	
7162	765	23. Điện quang	18.672	Nong và đặt Stent điều trị hẹp tắc vị tràng bằng điện quang can thiệp dưới X-quang tăng sáng	
7163	766	23. Điện quang	18.673	Can thiệp điều trị hẹp đại tràng trước và sau phẫu thuật dưới X-quang tăng sáng	
7164	767	23. Điện quang	"18,522"	"Nong đặt Stent thực quản, dạ dày dưới X-quang tăng sáng"	
7165	768	23. Điện quang	"18,522"	Chụp đánh giá chức năng nuốt bằng ghi video cản quang (VFSS - videofluoroscopie swallowing study) dưới Xquang tăng sáng	
7166	769	23. Điện quang	"18,522"	Chụp X-quang tăng sáng bao rễ thần kinh	
7167	770	23. Điện quang	"18,511"	Chụp đánh giá dẫn lưu não thất - ổ bụng có bơm thuốc cản quang dưới X-quang tăng sáng	
7168	771	23. Điện quang	"18,522"	Nong đường mật dưới X-quang tăng sáng	
7169	772	23. Điện quang	"18,477"	Nong đặt stent đường mật dưới X-quang tăng sáng	
					
7170	773	23. Điện quang	"18,477"	Đặt sonde JJ dưới X-quang tăng sáng	
7171	774	23. Điện quang	18.523	Sinh thiết đường mật qua da dưới X-quang tăng sáng	
7172	775	23. Điện quang	18.523	Dẫn lưu đường mật dưới X-quang tăng sáng	
7173	776	23. Điện quang	"18,523"	Dẫn lưu áp xe ổ bụng dưới X-quang tăng sáng	
7174	777	23. Điện quang	"18,534"	Dẫn lưu các ổ dịch ổ bụng dưới X-quang tăng sáng	
7175	778	23. Điện quang	"18,672"	"Dẫn lưu áp xe các tạng (gan, lách, thận, ruột thừa và các tạng khác) dưới X-quang tăng sáng"	
7176	779	23. Điện quang	"18,534"	Dẫn lưu bể thận dưới X-quang tăng sáng	
7177	780	23. Điện quang	18.533	Tiêm phá đông khớp vai số hóa xóa nền	
7178	781	23. Điện quang	18.532	Tiêm giảm đau cột sống bằng thuốc dưới số hóa xóa nền	
7179	782	23. Điện quang	"18,532"	Tiêm giảm đau khớp bằng thuốc dưới số hóa xóa nền	
7180	783	23. Điện quang	18.534	Tiêm khớp số hóa xóa nền	
7181	784	23. Điện quang	18.534	Tiêm thẩm phân khớp liên mấu số hoá xoá nền	
7182	785	23. Điện quang	18.536	Chụp đĩa đệm qua da dưới số hoá xoá nền	
7183	786	23. Điện quang	18.537	Tiêu hủy nhân nhầy điều trị thoát vị đĩa đệm qua da số hóa xóa nền	
7184	787	23. Điện quang	18.538	Chụp động mạch não số hóa xóa nền	
7185	788	23. Điện quang	18.539	Chụp động mạch vùng đầu mặt cổ số hóa xóa nền	
7186	789	23. Điện quang	"18,534"	Chụp động mạch chủ số hóa xóa nền	
7187	790	23. Điện quang	"18,534"	Chụp động mạch chậu số hóa xóa nền	
7188	791	23. Điện quang	"18,534"	Chụp động mạch chi trên một bên số hóa xóa nền	
7189	792	23. Điện quang	"18,534"	Chụp động mạch chi dưới một bên số hóa xóa nền	
7190	793	23. Điện quang	"18,534"	Chụp động mạch phổi số hóa xóa nền	
7191	794	23. Điện quang	18.54	Chụp động mạch phế quản số hóa xóa nền	
					
7192	795	23. Điện quang	18.541	Chụp động mạch tủy số hóa xóa nền	
7193	796	23. Điện quang	18.542	"Chụp động mạch tạng (gan, lách, thận, tử cung, sinh dục...) số hóa xóa nền"	
7194	797	23. Điện quang	18.542	Chụp động mạch mạc treo số hóa xóa nền	
7195	798	23. Điện quang	18.542	Chụp tĩnh mạch chi trên một bên số hóa xóa nền	
7196	799	23. Điện quang	18.542	Chụp tĩnh mạch chi dưới một bên số hóa xóa nền	
7197	800	23. Điện quang	18.543	Chụp tĩnh mạch chủ số hóa xóa nền	
7198	801	23. Điện quang	18.543	Chụp tĩnh mạch chậu số hóa xóa nền	
7199	802	23. Điện quang	18.544	Chụp tĩnh mạch vùng đầu cổ số hóa xóa nền	
7200	803	23. Điện quang	18.55	Chụp tĩnh mạch lách - cửa số hóa xóa nền	
7201	804	23. Điện quang	18.551	Chụp tĩnh mạch lách - cửa đo áp lực số hóa xóa nền	
7202	805	23. Điện quang	18.546	Chụp và can thiệp nút mạch tuyến giáp số hóa xóa nền	
7203	806	23. Điện quang	18.531	Chụp và can thiệp mạch chủ ngực số hóa xóa nền	
7204	807	23. Điện quang	18.547	Chụp và can thiệp mạch chủ bụng số hóa xóa nền	
7205	808	23. Điện quang	18.548	Chụp và đặt stent động mạch chủ số hóa xóa nền	
7206	809	23. Điện quang	"18,548"	Chụp và nong động mạch chi trên một bên số hóa xóa nền	
7207	810	23. Điện quang	"18,548"	Chụp và nong động mạch chi dưới một bên số hóa xóa nền	
7208	811	23. Điện quang	"18,548"	"Chụp, nong và đặt Stent động mạch chi trên một bên số hóa xóa nền"	
7209	812	23. Điện quang	18.679	"Chụp, nong và đặt Stent động mạch chi dưới một bên số hóa xóa nền"	
7210	813	23. Điện quang	18.68	Chụp và nút mạch dị dạng mạch chi trên một bên số hóa xóa nền	
7211	814	23. Điện quang	"18,680"	Chụp và nút mạch dị dạng mạch chi dưới một bên số hóa xóa nền	
7212	815	23. Điện quang	18.561	Chụp và nong cầu nối mạch chi trên một bên số hóa xóa nền	
7213	816	23. Điện quang	"18,683"	Chụp và nong cầu nối mạch chi dưới một bên số hóa xóa nền	
					
7214	817	23. Điện quang	18.681	Chụp và can thiệp tĩnh mạch chi trên một bên số hóa xóa nền	
7215	818	23. Điện quang	18.684	Chụp và can thiệp tĩnh mạch chi dưới một bên số hóa xóa nền	
7216	819	23. Điện quang	18.683	Chụp và điều trị bơm thuốc tiêu sợi huyết tại chỗ mạch chi qua ống thông số hóa xóa nền	
7217	820	23. Điện quang	18.535	Chụp và điều trị lấy huyết khối qua ống thông điều trị tắc mạch chi số hóa xóa nền	
7218	821	23. Điện quang	18.528	Chụp và đặt lưới lọc tĩnh mạch chủ số hóa xóa nền	
7219	822	23. Điện quang	18.529	Chụp nong động mạch ngoại biên bằng bóng số hóa xóa nền	
7220	823	23. Điện quang	18.53	"Chụp, nong động mạch và đặt stent số hóa xóa nền"	
7221	824	23. Điện quang	"18,530"	Chụp và đặt stent tĩnh mạch số hóa xóa nền	
7222	825	23. Điện quang	"18,530"	Chụp và can thiệp lấy huyết khối tĩnh mạch sâu số hóa xóa nền	
7223	826	23. Điện quang	18.552	Chụp và tiêm keo tiền phẫu điều trị dị dạng tĩnh mạch số hoá xoá nền	
7224	827	23. Điện quang	18.545	Đặt catheter tĩnh mạch trung tâm qua tĩnh mạch ngoại vi (picc line) dưới số hóa xóa nền	
7225	828	23. Điện quang	"18,545"	Tạo cầu tay động tĩnh mạch qua da dưới số hóa xóa nền	
7226	829	23. Điện quang	18.687	Chụp và nút mạch điều trị bệnh lý đông cứng khớp vai số hóa xóa nền	
7227	830	23. Điện quang	18.688	Chụp và nút mạch điều trị bệnh lý viêm khớp gối số hóa xóa nền	
7228	831	23. Điện quang	18.579	Đốt sóng cao tần (RF) dưới số hóa xóa nền điều trị suy giãn tĩnh mạch chi dưới	
7229	832	23. Điện quang	"18,529"	Đốt sóng Laser dưới số hóa xóa nền điều trị suy giãn tĩnh mạch chi dưới	
7230	833	23. Điện quang	"18,529"	Đốt dị dạng tĩnh mạch dưới chụp số hoá xoá nền	
7231	834	23. Điện quang	"18,529"	Chụp và can thiệp lấy huyết khối động mạch mạc treo tràng trên số hóa xóa nền	
7232	835	23. Điện quang	"18,529"	Chụp và can thiệp lấy dị vật lòng mạch số hóa xóa nền	
7233	836	23. Điện quang	"18,529"	Chụp và can thiệp mạch phổi số hóa xóa nền	
7234	837	23. Điện quang	"18,529"	Chụp và nút động mạch phế quản số hóa xóa nền	
7235	838	23. Điện quang	"18,510"	Chụp và can thiệp lấy huyết khối động mạch phổi số hóa xóa nền	
					
7236	839	23. Điện quang	18.553	"Chụp, nong động mạch mạc treo tràng trên số hóa xóa nền"	
7237	840	23. Điện quang	18.554	"Chụp, nong động mạch mạc treo tràng dưới số hóa xóa nền"	
7238	841	23. Điện quang	18.555	"Chụp, nong và đặt stent động mạch mạc treo tràng trên số hóa xóa nền"	
7239	842	23. Điện quang	18.556	"Chụp, nong và đặt stent động mạch mạc treo tràng dưới số hóa xóa nền"	
7240	843	23. Điện quang	18.557	"Chụp, nong động mạch thận số hóa xóa nền"	
7241	844	23. Điện quang	18.562	"Chụp, nong và đặt Stent động mạch thận số hóa xóa nền"	
7242	845	23. Điện quang	18.562	Chụp và nút dị dạng động mạch thận số hóa xóa nền	
7243	846	23. Điện quang	18.563	Chụp và nút động mạch điều trị cầm máu các tạng số hóa xóa nền	
7244	847	23. Điện quang	18.564	Chụp và nút dị dạng mạch các tạng số hóa xóa nền	
7245	848	23. Điện quang	18.565	Chụp và nút mạch điều trị u gan số hóa xóa nền	
7246	849	23. Điện quang	18.566	Chụp và nút động mạch gan số hóa xóa nền	
7247	850	23. Điện quang	18.567	Chụp và nút hóa chất động mạch điều trị ung thư gan số hóa xóa nền	
7248	851	23. Điện quang	"18,567"	Chụp và tạo luồng thông cửa chủ qua da (TIPS) số hóa xóa nền	
7249	852	23. Điện quang	"18,557"	Chụp và nút hệ tĩnh mạch cửa gan số hóa xóa nền	
7250	853	23. Điện quang	"18,567"	Chụp và điều trị giãn tĩnh mạch dạ dày số hóa xóa nền	
7251	854	23. Điện quang	"18,557"	Chụp và điều trị giãn tĩnh mạch dạ dày xuyên gan qua da số hóa xóa nền	
7252	855	23. Điện quang	"18,563"	Chụp và điều trị giãn tĩnh mạch dạ dày xuyên lách qua da số hóa xóa nền	
7253	856	23. Điện quang	"18,557"	Chụp và can thiệp tĩnh mạch cửa qua da dưới số hoá xoá nền	
7254	857	23. Điện quang	"18,557"	Chụp và nút giãn tĩnh mạch phình vị bằng dù (PLUG AMPLAZER) ngược dòng qua đường tĩnh mạch thận (PARTO) số hóa xóa nền	
7255	858	23. Điện quang	"18,557"	Chụp và điều trị nút búi giãn tĩnh mạch dạ dày ngược dòng (BRTO)	
7256	859	23. Điện quang	"18,557"	Chụp và điều trị nút giãn tĩnh mạch thực quản xuyên gan qua da dưới số hóa xóa nền	
7257	860	23. Điện quang	"18,557"	Chụp và nút mạch vị trái số hóa xóa nền	
					
7258	861	23. Điện quang	18.559	Chụp và nút giãn tĩnh mạch phình vị ngược dòng qua tĩnh mạch thận có hỗ trợ đóng shunt vị thận bằng vòng xoắn kim loại (CARTO) số hóa xóa nền	
7259	862	23. Điện quang	18.56	Chụp và can thiệp mạch lách số hóa xóa nền	
7260	863	23. Điện quang	18.568	"Chụp và can thiệp mạch thân tạng, tá tụy số hóa xóa nền"	
7261	864	23. Điện quang	18.569	Chụp và can thiệp động mạch mạc treo tràng trên số hóa xóa nền	
7262	865	23. Điện quang	18.57	Chụp và can thiệp động mạch mạc treo tràng dưới số hóa xóa nền	
7263	866	23. Điện quang	"18,567"	Chụp và nút mạch điều trị lạc nội mạc trong cơ tử cung số hóa xóa nền	
7264	867	23. Điện quang	"18,567"	Chụp và nút động mạch tử cung số hóa xóa nền	
7265	868	23. Điện quang	18.526	Chụp và nút giãn tĩnh mạch tinh số hóa xóa nền	
7266	869	23. Điện quang	18.571	Chụp và nút giãn tĩnh mạch buồng trứng số hóa xóa nền	
7267	870	23. Điện quang	"18,571"	Chụp và nút mạch cầm máu trong chấn thương khung chậu số hóa xóa nền	
7268	871	23. Điện quang	18.477	Chụp và nút mạch tử cung điều trị trong rau cài răng lược số hóa xóa nền	
7269	872	23. Điện quang	18.481	Chụp và nút mạch trong điều trị chửa sẹo mổ lấy thai	
7270	873	23. Điện quang	18.482	Chụp và nút mạch điều trị các biến chứng thông dò độngtĩnh mạch tử cung số hóa xóa nền	
7271	874	23. Điện quang	"18,481"	Chụp và nút mạch tử cung điều trị băng huyết sau đẻ số hóa xóa nền	
7272	875	23. Điện quang	"18,523"	Chụp và nút hoá chất đường động mạch điều trị ung thư tiền liệt tuyến số hoá xoá nền	
7273	876	23. Điện quang	"18,481"	Chụp và nút mạch điều trị phì đại lành tính tuyến tiền liệt số hóa xóa nền	
7274	877	23. Điện quang	"18,477"	"Chụp và nút động mạch trong điều trị chảy máu do các khối u ác tính vùng tiểu khung (ung thư cổ tử cung, ung thư bàng quang không có chỉ định phẫu thuật, …) số hóa xóa nền"	
7275	878	23. Điện quang	18.572; 18.573	Chụp và nút động mạch trong điều trị chảy máu do ung thư tuyến tiền liệt số hóa xóa nền	
7276	879	23. Điện quang	18.577	Chụp và nút mạch điều trị u cơ trơn tử cung dưới số hóa xóa nền	
7277	880	23. Điện quang	18.578	Đặt cổng truyền hoá chất đường động mạch dưới số hoá xoá nền	
7278	881	23. Điện quang	"18,523"	Chụp và can thiệp điều trị rò mạch bạch huyết qua da số hoá xoá nền	
					
7279	882	23. Điện quang	"18,580"	Chụp và nút mạch tiền phẫu các khối u số hóa xóa nền	
7280	883	23. Điện quang	"18,578"	Truyền hóa chất động mạch gan (HAIC)	
7281	884	23. Điện quang	"18,578"	"Chụp và bơm dược chất phóng xạ, hạt phóng xạ điều trị khối u số hóa xóa nền"	
